model,brand,reference,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone XIAOMI Redmi 15C 6Go 128Go - Noir De Minuit,Xiaomi,REDMI-15C-6/128-MBLACK,469.000,,6,12,6000,6.9,,,,Android 15,Octa Core,Noir De Minuit,,Oui,"Smartphone XIAOMI Redmi 15C 6Go 128Go - Noir De Minuit [REDMI-15C-6/128-MBLACK] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 6Go - Stockage: 12... 469,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-6go-128go-noir-de-minuit.html
Smartphone XIAOMI Redmi 15C 6Go 128Go - Vert Menthe,Xiaomi,REDMI-15C-6/128-MGREEN,469.000,,6,12,6000,6.9,,,,Android 15,Octa Core,Vert Menthe,,Oui,"Smartphone XIAOMI Redmi 15C 6Go 128Go - Vert Menthe [REDMI-15C-6/128-MGREEN] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 6Go - Stockage: 12... 469,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-6go-128go-vert-menthe.html
Smartphone XIAOMI Redmi 15C 6Go 128Go - Orange Twilight,Xiaomi,REDMI-15C-6/128-TORANGE,469.000,,6,12,6000,6.9,,,,Android 15,Octa Core,Orange Twilight,,Oui,"Smartphone XIAOMI Redmi 15C 6Go 128Go - Orange Twilight [REDMI-15C-6/128-TORANGE] Écran 6,9"" LCD IPS (1600×720 pixels), jusqu'à 120Hz  - Trois certifications TÜV Rheinland - Processeur: MediaTek Helio G81-Ultra Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 6Go - Stockage: 12... 469,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-6go-128go-orange-twilight.html
Smartphone VIVO Y21D 6Go 128Go - Rouge corail,Vivo,VIVO-Y21D-6/128-CRED,479.000,,6,128,6500,720,,,,Android 15,Octa Core,Rouge corail,,Oui,"Smartphone VIVO Y21D Design coloré et dynamique Le Vivo Y21D (6/128) séduit par son design coloré et dynamique , alliant élégance et modernité . Son dos incurvé quadruple épouse parfaitement la main pour un confort optimal , tandis que son profil ultra-fin et ses courbes raffinées reflètent un style haut de gamme. Son cadre mat au fini métallique apporte une touche de sophistication, intégrant un capteur d’empreintes latéral pour un déverrouillage rapide et fluide. À l’arrière, le module photo premium se distingue par une lumière dynamique aux effets colorés intelligents, offrant un parfait équilibre entre esthétique et fonctionnalité. Robuste à l'intérieur comme à l'extérieur Certifié IP69+, IP69 et IP68 , ce smartphone combine compacité et robustesse pour résister à la poussière et à l’eau, même en immersion jusqu’à 1,5 mètre pendant 30 minutes . Conçu pour affronter les conditions les plus extrêmes , il reste parfaitement fonctionnel sous la pluie ou avec les mains mouillées grâce à",https://www.mytek.tn/smartphone-vivo-y21d-6go-128go-rouge-corail.html
Smartphone VIVO Y21D 6Go 128Go - Vert Jade,Vivo,VIVO-Y21D-6/128-JGREEN,479.000,,6,128,6500,720,,,,Android 15,Octa Core,Vert Jade,,Oui,"Smartphone VIVO Y21D Design coloré et dynamique Le Vivo Y21D (6/128) séduit par son design coloré et dynamique , alliant élégance et modernité . Son dos incurvé quadruple épouse parfaitement la main pour un confort optimal , tandis que son profil ultra-fin et ses courbes raffinées reflètent un style haut de gamme. Son cadre mat au fini métallique apporte une touche de sophistication, intégrant un capteur d’empreintes latéral pour un déverrouillage rapide et fluide. À l’arrière, le module photo premium se distingue par une lumière dynamique aux effets colorés intelligents, offrant un parfait équilibre entre esthétique et fonctionnalité. Robuste à l'intérieur comme à l'extérieur Certifié IP69+, IP69 et IP68 , ce smartphone combine compacité et robustesse pour résister à la poussière et à l’eau, même en immersion jusqu’à 1,5 mètre pendant 30 minutes . Conçu pour affronter les conditions les plus extrêmes , il reste parfaitement fonctionnel sous la pluie ou avec les mains mouillées grâce à",https://www.mytek.tn/smartphone-vivo-y21d-6go-128go-vert-jade.html
Smartphone OPPO A6x 4Go 128Go - Bleu,OPPO,OPPO-A6X-4/128-BLEU,479.000,,4,128,6100,6.75,13,,4G,,Octa Core,Bleu,,Oui,"OPPO A6x 4Go 128Go - Bleu La performance amplifiée : Snapdragon® 685 4G Optimisé pour un usage quotidien fluide, le Snapdragon® 685 offre des réponses plus rapides, de meilleures performances et une utilisation plus souple au quotidien. Fluidité assurée : AI GameBoost 2.0 Gère intelligemment la puissance du processeur pour maintenir une expérience de jeu fluide , même lors de longues sessions intenses ou dans des environnements chauds. Caméra : Le détail au rendez-vous Appareil photo ultra-clair 13 MP : Capture des photos nettes et détaillées, qu’il s’agisse de paysages larges ou de gros plans de plats, d’œuvres ou de nature. Mode Portrait : Des portraits dignes d’un pro en un instant. Crée des portraits avec un arrière-plan doux et esthétique, parfaitement mis en valeur. Retouche Portrait IA : L’IA sublime votre beauté naturelle. Ajustez les paramètres pour conserver vos traits uniques tout en ajoutant la touche parfaite. Le meilleur visage, automatiquement Utilise d'autres photos du ",https://www.mytek.tn/smartphone-oppo-a6x-4go-128go-bleu.html
Smartphone OPPO A6x 4Go 128Go - Violet,OPPO,OPPO-A6X-4/128-PURPLE,479.000,,4,128,6100,6.75,13,,4G,,Octa Core,Violet,,Oui,"OPPO A6x 4Go 128Go - Violet La performance amplifiée : Snapdragon® 685 4G Optimisé pour un usage quotidien fluide, le Snapdragon® 685 offre des réponses plus rapides, de meilleures performances et une utilisation plus souple au quotidien. Fluidité assurée : AI GameBoost 2.0 Gère intelligemment la puissance du processeur pour maintenir une expérience de jeu fluide , même lors de longues sessions intenses ou dans des environnements chauds. Caméra : Le détail au rendez-vous Appareil photo ultra-clair 13 MP : Capture des photos nettes et détaillées, qu’il s’agisse de paysages larges ou de gros plans de plats, d’œuvres ou de nature. Mode Portrait : Des portraits dignes d’un pro en un instant. Crée des portraits avec un arrière-plan doux et esthétique, parfaitement mis en valeur. Retouche Portrait IA : L’IA sublime votre beauté naturelle. Ajustez les paramètres pour conserver vos traits uniques tout en ajoutant la touche parfaite. Le meilleur visage, automatiquement Utilise d'autres photos d",https://www.mytek.tn/smartphone-oppo-a6x-4go-128go-violet.html
Smartphone OPPO A3x 4Go 128Go - Bleu,OPPO,OPPO-A3X-4/128-BL,499.000,,4,128,5100,6.67,,,4G,Android 14,Octa Core,Bleu,,Oui,"Smartphone OPPO A3x 4Go 128Go - Bleu [OPPO-A3X-4/128-BL] Écran 6.67"" HD+ (720 x 1604Pixels), 90Hz - Écran ultra lumineux de 1000 nits - Processeur: Qualcomm Snapdragon 6s 4G Gen1 Octa-core - Systéme d'exploitation: Android 14, ColorOS 14 - Mémoire RAM: 4Go - Stockage: 128Go - ... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a3x-4go-128go-bleu.html
Smartphone OPPO A3x 4Go 128Go - Rouge Nébuleuse,OPPO,OPPO-A3X-4/128-RED,499.000,,4,128,5100,6.67,,,4G,Android 14,Octa Core,Rouge Nébuleuse,,Oui,"Oppo A3x Un Écran Immersif et Performant Le Oppo A3x est équipé d’un écran HD+ de 6,67 pouces, offrant une résolution de 720 x 1604 pixels pour une visualisation claire et nette. 
        Grâce à son taux de rafraîchissement de 90 Hz, il assure une expérience fluide, idéale pour naviguer dans les menus et applications. 
        Sa luminosité de 1000 nits permet une lisibilité optimale même en plein soleil, rendant ce smartphone parfaitement 
        adapté à une utilisation quotidienne en extérieur. Des Performances Puissantes et une Interface Conviviale Le Oppo A3x fonctionne avec le processeur Snapdragon 6s 4G Gen1 octa-core, offrant des performances rapides et efficaces. Avec 4 Go de RAM, 
        il permet une gestion fluide du multitâche, facilitant le passage d’une application à l’autre sans ralentissement. 
        Son stockage interne de 128 Go est suffisant pour stocker vos photos, vidéos et applications, tandis que le système Android 14 
        avec ColorOS 14 garantit une i",https://www.mytek.tn/smartphone-oppo-a3x-4go-128go-rouge.html
Smartphone SAMSUNG GALAXY A16 8Go 128Go - Noir,Samsung,SM-A16-4/128-BLACK,599.000,499.000,4,128,5000,6.7,50,,4G,Android 14,Octa Core,Noir,,En arrivage,"SAMSUNG GALAXY A16 4G Design élégant et immersif Le Samsung Galaxy A16 séduit par son design moderne et épuré, sublimé par un grand écran Super AMOLED FHD+ de 6,7 pouces . Ses couleurs éclatantes et son format fin offrent une prise en main confortable et une expérience visuelle immersive, idéale pour regarder des vidéos, jouer ou naviguer au quotidien. Caméra 50 MP pour des photos détaillées Grâce à son appareil photo principal de 50 Mpx , le Galaxy A16 capture des images nettes et détaillées dans toutes les conditions. Son capteur frontal de 13 Mpx permet de réaliser des selfies lumineux et naturels, parfaits pour partager vos moments sur les réseaux sociaux. Chaque souvenir est immortalisé avec précision. Batterie longue durée 5 000 mAh Profitez d’une autonomie exceptionnelle grâce à la batterie de 5 000 mAh , conçue pour tenir toute la journée sans difficulté. Que vous regardiez des vidéos, jouiez ou travailliez, le Galaxy A16 reste performant. Et avec la charge ultra-rapide, récupé",https://www.mytek.tn/smartphone-samsung-galaxy-a16-4go-128go-noir.html
Smartphone TECNO Spark 30C 5G  4Go 64Go -  Aurora Cloud,Tecno,TECNO-SP30C-4/64-AGREEN,549.000,499.000,4,64,5000,6.67,48,8,5G,Android 14,MediaTek,Aurora Cloud,,Oui,"Smartphone TECNO Spark 30C 5G  4Go 64Go -  Aurora Cloud [TECNO-SP30C-4/64-AGREEN] Écran perforé 6.67""HD+ 120 Hz (720 x 1600pixels) - Processeur: MediaTek Dimensity 6300 5G - Système d'exploitation: Android 14 - Mémoire RAM: 4Go  - Stockage: 64Go - Appareil Photo Arrière: 48 MP, triple flash - Avant: 8... 499,000 DT 549,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-tecno-spark-30c-5g-4go-64go-aurora-cloud.html
Smartphone TECNO Spark 30C 5G  4Go 64Go - Azure sky,Tecno,TECNO-SP30C-4/64-BLUE,549.000,499.000,4,64,5000,6.67,48,8,5G,Android 14,MediaTek,Azure sky,,Oui,"Smartphone TECNO Spark 30C 5G  4Go 64Go - Azure sky [TECNO-SP30C-4/64-BLUE] Écran perforé 6.67""HD+ 120 Hz (720 x 1600pixels) - Processeur: MediaTek Dimensity 6300 5G - Système d'exploitation: Android 14 - Mémoire RAM: 4Go  - Stockage: 64Go - Appareil Photo Arrière: 48 MP, triple flash - Avant: 8... 499,000 DT 549,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-tecno-spark-30c-5g-4go-64go-azure-sky.html
Smartphone SAMSUNG GALAXY A06 5G 8Go 64Go - Light Green,Samsung,SM-A06-5G-4/64-LGREEN,599.000,499.000,4,64,5000,6.7,50,,5G,,Octa Core,Light Green,,Oui,"Smartphone SAMSUNG GALAXY A06 Galaxy A06 4Go/64Go clair un écran immersif pour une expérience visuelle intense, Galaxy A06 4Go/64Go Plongez au cœur de l’action avec le grand écran de 6,7 pouces du Galaxy A06 . Tout d’abord, son écran TFT en U offre une surface d’affichage généreuse. Idéale pour regarder des vidéos, jouer à des jeux ou naviguer sur le web. De plus, une expérience visuelle fluide et agréable grâce au taux de rafraîchissement de 60 Hz . Galaxy A06 4Go/64Go  : Capturez des moments inoubliables avec l’appareil photo 50 MP Par ailleurs, immortalisez vos souvenirs avec l’appareil photo principal de 50 MP du Galaxy A06 . En effet, ce capteur de haute résolution vous permet de prendre des photos claires et détaillées, même dans des conditions de faible luminosité. De surcroît, le capteur de profondeur de 2 MP vous offre la possibilité de réaliser des portraits avec un effet de flou artistique. Galaxy A06 4Go/64Go  : Une batterie longue durée pour une utilisation sans limite En ",https://www.mytek.tn/smartphone-samsung-galaxy-a06-5g-4go-64go-light-green.html
Smartphone SAMSUNG GALAXY A06 5G 8Go 64Go - Gris,Samsung,SM-A06-5G-4/64-GRAY,599.000,499.000,4,64,5000,6.7,50,08,5G,,Octa Core,Gris,,Oui,"Smartphone SAMSUNG GALAXY A06 5G 8Go 64Go - Gris [SM-A06-5G-4/64-GRAY] Écran6.7"" LCD (720 x 1600px (HD+))- Processeur:Octa-core - Système d'exploitation: Android - Mémoire RAM: 4Go extensible jusqu'à 8 Go - Stockage: 64Go - Appareil photo Arrière: 50MP + 2MP - Appareil Photo Frontale: 08 MP... 499,000 DT 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a06-5g-4go-64go-gris.html
Smartphone SAMSUNG GALAXY A06 5G 8Go 64Go - Noir,Samsung,SM-A06-5G-4/64-BLACK,599.000,499.000,4,64,5000,6.7,50,,5G,,Octa Core,Noir,,Oui,"Samsung Galaxy A06 5G Un grand écran immersif et un design élégant Optimisez votre expérience visuelle grâce au grand écran de 6,7 pouces du Galaxy A06 5G , doté d'un défilement fluide à 90 Hz et de la technologie TFT U-Cut . Que ce soit pour regarder vos contenus préférés ou naviguer sur les réseaux sociaux, l’affichage est plus fluide et immersif. Avec son profil mince de seulement 8,0 mm et son design sophistiqué en gris clair ou noir, le Galaxy A06 5G affirme votre style tout en restant confortable à tenir. Sa protection IP54 garantit une meilleure résistance aux éclaboussures et à la poussière pour une utilisation quotidienne en toute tranquillité. Des performances solides et une autonomie impressionnante Le Samsung Galaxy A06 5G embarque un processeur MediaTek Dimensity 6300 , assurant une utilisation fluide pour le multitâche, les jeux, et le streaming. Sa batterie longue durée de 5 000 mAh vous accompagne toute la journée, et la charge rapide 25 W vous permet de recharger rapid",https://www.mytek.tn/smartphone-samsung-galaxy-a06-5g-4go-64go-noir.html
Smartphone HONOR  X6C 12Go 128Go 4G - Cyan,Honor,HONOR-X6C-6/128-CYAN,499.000,,6,128,5300,6.61,,,4G,Android 15,Octa Core,Cyan,,Oui,"Smartphone HONOR  X6C 12Go 128Go 4G - Cyan [HONOR-X6C-6/128-CYAN] Écran 6,61"" LCD TFT (1604 x 720 pixels) 120Hz - Processeur: MediaTek Helio G81 Ultra Octa-core - Système d’exploitation: MagicOS 9.0, Android 15 - Mémoire RAM: 6 Go extensible jusqu'à 12 Go -Capacité de stockage: 128 Go ... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x6c-12go-128go-4g-cyan.html
Smartphone HONOR X6C 12Go 128Go 4G - Blanc,Honor,HONOR-X6C-6/128-WHITE,499.000,,6,128,5300,6.61,,,4G,Android 15,Octa Core,Blanc,,Oui,"Smartphone HONOR X6C 12Go 128Go 4G Profitez pleinement de votre smartphone, plus longtemps ! Avec plus de 4 ans et 6 mois de performances durables, ce smartphone vous accompagne au quotidien sans faillir. Grâce à sa batterie optimisée, profitez de 7 heures d'utilisation intensive, jusqu’à 63,7 heures de lecture de musique, ou 25,5 heures d’activités sur les réseaux sociaux. Et quand la batterie atteint 2 % , le Mode Super Économie d’Énergie du HONOR 8 vous offre encore 13,9 heures supplémentaires en veille avec écran éteint. Idéal pour rester connecté en toute confiance, même en fin de journée. L’IA à portée de main, en un seul clic Grâce à un bouton latéral physique intelligent , accédez instantanément à vos applications et fonctionnalités préférées. Une simple pression suffit pour lancer vos commandes quotidiennes, tandis qu’un appui long active l’intelligence artificielle intégrée pour des fonctions visuelles avancées. Traduisez du texte en temps réel dans plus de 100 langues , ou i",https://www.mytek.tn/smartphone-honor-x6c-12go-128go-4g-blanc.html
Smartphone HONOR X6C 12Go 128Go 4G - Noir,Honor,HONOR-X6C-6/128-BLACK,499.000,,6,128,5300,6.61,,,4G,Android 15,Octa Core,Noir,,Oui,"Smartphone HONOR X6C 12Go 128Go 4G Profitez pleinement de votre smartphone, plus longtemps ! Avec plus de 4 ans et 6 mois de performances durables , ce smartphone vous accompagne au quotidien sans faillir. Grâce à sa batterie optimisée, profitez de 7 heures d'utilisation intensive , jusqu’à 63,7 heures de lecture de musique, ou 25,5 heures d’activités sur les réseaux sociaux. Et quand la batterie atteint 2 %, le Mode Super Économie d’Énergie du HONOR 8 vous offre encore 13,9 heures supplémentaires en veille avec écran éteint. Idéal pour rester connecté en toute confiance, même en fin de journée. L’IA à portée de main, en un seul clic Grâce à un bouton latéral physique intelligent , accédez instantanément à vos applications et fonctionnalités préférées. Une simple pression suffit pour lancer vos commandes quotidiennes, tandis qu’un appui long active l’intelligence artificielle intégrée pour des fonctions visuelles avancées. Traduisez du texte en temps réel dans plus de 100 langues, ou i",https://www.mytek.tn/smartphone-honor-x6c-12go-128go-4g-noir.html
Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Sleek Black,Infinix,X6726B-HOT60FF-6/128-SBK,529.000,499.000,6,128,5200,6.7,50,8,5G,Android 15,Octa Core,Sleek Black,,Oui,"Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Sleek Black [X6726B-HOT60FF-6/128-SBK] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15/15 (édition Go), XOS 15.1 - RAM: 6Go - Stockage: 128Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Co... 499,000 DT 529,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-sleek-black.html
Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Tandra Green,Infinix,X6726B-HOT60FF-6/128-TGREEN,529.000,499.000,6,128,5200,6.7,50,8,5G,Android 15,Octa Core,Tandra Green,,Oui,"Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Tandra Green [X6726B-HOT60FF-6/128-TGREEN] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15/15 (édition Go), XOS 15.1 - RAM: 6Go - Stockage: 128Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Co... 499,000 DT 529,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-tandra-green.html
Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Shadow Blue,Infinix,X6726B-HOT60FF-6/128-SBLUE,529.000,499.000,6,128,5200,6.7,50,8,5G,Android 15,Octa Core,Shadow Blue,,Oui,"Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Shadow Blue [X6726B-HOT60FF-6/128-SBLUE] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15/15 (édition Go), XOS 15.1 - RAM: 6Go - Stockage: 128Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Co... 499,000 DT 529,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-shadow-blue.html
Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Caramel Glow,Infinix,X6726B-HOT60FF-6/128-CGLOW,529.000,499.000,6,128,5200,6.7,50,8,5G,Android 15,Octa Core,Caramel Glow,,Oui,"Smartphone INFINIX Hot 60 FF 5G 6Go 128Go - Caramel Glow [X6726B-HOT60FF-6/128-CGLOW] Écran: 6.7"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Octa-core - Système d'exploitation: Android 15/15 (édition Go), XOS 15.1 - RAM: 6Go - Stockage: 128Go - Appareil Photo Arrière: 50MP, Frontale: 8MP - Co... 499,000 DT 529,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-6go-128go-caramel-glow.html
Smartphone XIAOMI Redmi 13 8Go 128Go - Noir,Xiaomi,BU-REDMI13-8/128-BK,699.000,499.000,8,128,5030,6.79,,,,Android 14,Octa Core,Noir,,Oui,"Smartphone XIAOMI Redmi 13 8Go 128Go - Noir [BU-REDMI13-8/128-BK] Écran 6,79"" FHD+ (2460 x 1080 pixels), 90Hz - Processeur: Mediatek Helio G91 Ultra (12 nm) Octa-core - Systéme d'exploitation: Android 14, HyperOS - Mémoire RAM: 8Go (extensible jusqu'à 16Go) - Stockage: 128Go - Appareil... 499,000 DT 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-13-8go-128go-noir.html
Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Vert,Samsung,SM-A07TA-6/128-GREEN,499.000,,12,128,5000,6.7,50,,,Android 15,Octa Core,Vert,,Oui,"Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Vert [SM-A07TA-6/128-GREEN] Ecran 6.7"" 720 x 1600 (HD+) PLS LCD, 90Hz - Processeur: Mediatek Helio G99 (6 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 12 Go (6Go + 6Go Extensible) - Stockage: 128Go - Appareil photo arrière: 50.0 MP... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a07-ta-6go-128go-vert.html
Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Noir,Samsung,SM-A07TA-6/128-BLACK,499.000,,12,128,5000,6.7,50,,,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Noir [SM-A07TA-6/128-BLACK] Ecran 6.7"" 720 x 1600 (HD+) PLS LCD, 90Hz - Processeur: Mediatek Helio G99 (6 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 12 Go (6Go + 6Go Extensible) - Stockage: 128Go - Appareil photo arrière: 50.0 MP... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a07-ta-6go-128go-noir.html
Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Violet Clair,Samsung,SM-A07TA-6/128-LVIOLET,499.000,,12,128,5000,6.7,50,,,Android 15,Octa Core,Violet Clair,,Oui,"Smartphone SAMSUNG GALAXY A07 TA 12Go 128Go - Violet Clair [SM-A07TA-6/128-LVIOLET] Ecran 6.7"" 720 x 1600 (HD+) PLS LCD, 90Hz - Processeur: Mediatek Helio G99 (6 nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 12 Go (6Go + 6Go Extensible) - Stockage: 128Go - Appareil photo arrière: 50.0 MP... 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a07-ta-6go-128go-violet-clair.html
Smartphone OSCAL Tiger 12 16Go 128Go - Bleu,,OSCAL-TIGER12-8/128-BL,499.000,,8,128,5000,6.78,,,,Android 13,Octa Core,Bleu,,Oui,"Smartphone OSCAL Tiger 12 Écran plus large, monde plus proche L’Oscal TIGER 12 offre un vaste écran FHD+ de 6.78 pouces qui vous plonge au cœur de vos films et jeux grâce à une qualité d’image exceptionnelle en 2.4K à 120 Hz , le tout dans un design étonnamment léger. Fine de seulement 8.35 mm et pesant 198 g , cette conception élégante séduit dès le premier regard avec ses bords aplatis pour une prise en main confortable et sa forme incurvée qui allie durabilité et style, faisant de ce smartphone une véritable œuvre d’art à tenir en main ou à exposer. Google Smart Lens Grâce à Google Smart Lens , l’appareil photo du TIGER 12 permet la numérisation, la reconnaissance, la traduction et même la recherche . Il vous suffit de lancer l’appareil et de scanner ce que vous voulez identifier : il analyse instantanément, fournit la réponse adaptée et vous simplifie la vie au quotidien. Technologies de jeu HyperEngine 2.0 Lite Les technologies de jeu HyperEngine 2.0 Lite et le moteur de gestion i",https://www.mytek.tn/smartphone-oscal-tiger-12-8go-128go-bleu.html
Smartphone OSCAL Tiger 12 16Go 128Go - Gris,,OSCAL-TIGER12-8/128-GR,499.000,,8,128,5000,6.78,,,,Android 13,Octa Core,Gris,,Oui,"Smartphone OSCAL Tiger 12 Écran plus large, monde plus proche L’Oscal TIGER 12 offre un vaste écran FHD+ de 6.78 pouces qui vous plonge au cœur de vos films et jeux grâce à une qualité d’image exceptionnelle en 2.4K à 120 Hz , le tout dans un design étonnamment léger. Fine de seulement 8.35 mm et pesant 198 g , cette conception élégante séduit dès le premier regard avec ses bords aplatis pour une prise en main confortable et sa forme incurvée qui allie durabilité et style, faisant de ce smartphone une véritable œuvre d’art à tenir en main ou à exposer. Google Smart Lens Grâce à Google Smart Lens , l’appareil photo du TIGER 12 permet la numérisation, la reconnaissance, la traduction et même la recherche . Il vous suffit de lancer l’appareil et de scanner ce que vous voulez identifier : il analyse instantanément, fournit la réponse adaptée et vous simplifie la vie au quotidien. Technologies de jeu HyperEngine 2.0 Lite Les technologies de jeu HyperEngine 2.0 Lite et le moteur de gestion i",https://www.mytek.tn/smartphone-oscal-tiger-12-8go-128go-gris.html
Smartphone VIVO Y21D 6Go 256Go - Vert Jade,Vivo,VIVO-Y21D-6/256-JGREEN,529.000,,6,256,6500,720,,,,Android 15,Octa Core,Vert Jade,,Oui,"Smartphone VIVO Y21D Design coloré et dynamique Le Vivo Y21D (6/256) séduit par son design coloré et dynamique , alliant élégance et modernité . Son dos incurvé quadruple épouse parfaitement la main pour un confort optimal , tandis que son profil ultra-fin et ses courbes raffinées reflètent un style haut de gamme. Son cadre mat au fini métallique apporte une touche de sophistication, intégrant un capteur d’empreintes latéral pour un déverrouillage rapide et fluide. À l’arrière, le module photo premium se distingue par une lumière dynamique aux effets colorés intelligents, offrant un parfait équilibre entre esthétique et fonctionnalité. Robuste à l'intérieur comme à l'extérieur Certifié IP69+, IP69 et IP68 , ce smartphone combine compacité et robustesse pour résister à la poussière et à l’eau, même en immersion jusqu’à 1,5 mètre pendant 30 minutes . Conçu pour affronter les conditions les plus extrêmes , il reste parfaitement fonctionnel sous la pluie ou avec les mains mouillées grâce à",https://www.mytek.tn/smartphone-vivo-y21d-6go-256go-vert-jade.html
Smartphone VIVO Y21D 6Go 256Go - Rouge Corail,Vivo,VIVO-Y21D-6/256-CRED,529.000,,6,256,6500,720,,,,Android 15,Octa Core,Rouge Corail,,Oui,"Smartphone VIVO Y21D Design coloré et dynamique Le Vivo Y21D (6/256) séduit par son design coloré et dynamique , alliant élégance et modernité . Son dos incurvé quadruple épouse parfaitement la main pour un confort optimal , tandis que son profil ultra-fin et ses courbes raffinées reflètent un style haut de gamme. Son cadre mat au fini métallique apporte une touche de sophistication, intégrant un capteur d’empreintes latéral pour un déverrouillage rapide et fluide. À l’arrière, le module photo premium se distingue par une lumière dynamique aux effets colorés intelligents, offrant un parfait équilibre entre esthétique et fonctionnalité. Robuste à l'intérieur comme à l'extérieur Certifié IP69+, IP69 et IP68 , ce smartphone combine compacité et robustesse pour résister à la poussière et à l’eau, même en immersion jusqu’à 1,5 mètre pendant 30 minutes . Conçu pour affronter les conditions les plus extrêmes , il reste parfaitement fonctionnel sous la pluie ou avec les mains mouillées grâce à",https://www.mytek.tn/smartphone-vivo-y21d-6go-256go-rouge-corail.html
Smartphone Xiaomi Redmi 13C 5G 8Go 128Go - Starry Noir,Xiaomi,REDMI-13C-5G-4/128-SBLACK,699.000,539.000,4,128,5000,1600,,,5G,,MediaTek,Starry Noir,,Oui,"Smartphone Xiaomi Redmi 13C 5G 8Go 128Go - Starry Noir [REDMI-13C-5G-4/128-SBLACK] écran : 6,74 "", LCD IPS (720×1600 pixels) - Taux de rafraîchissement: 90 Hz - Processeur: MediaTek Dimensity 6100+, Procédé de fabrication 6 nm - RAM: 4 Go physique + extension virtuelle jusqu’à 8 Go - Mémoire: 128Go - C... 539,000 DT 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-4-go-128-go-starry-noir.html
